0.000;1;20
0.010;1;20
0.020;2;20
0.030;2;20
0.040;2;20
0.050;3;20
0.060;3;20
0.070;4;20
0.080;4;20
0.090;5;20
0.100;5;20
0.110;6;20
0.120;6;20
0.130;6;20
0.140;7;20
0.150;7;20
0.160;8;20
0.170;8;20
0.180;9;20
0.190;9;20
0.200;10;20
0.210;10;20
0.220;11;20
0.230;11;20
0.240;11;20
0.250;12;20
0.260;12;20
0.270;13;20
0.280;13;20
0.290;14;20
0.300;14;20
0.310;15;20
0.320;15;20
0.330;16;20
0.340;16;20
0.350;16;20
0.360;17;20
0.370;17;20
0.380;18;20
0.390;18;20
0.400;19;20
0.410;19;20
0.420;20;20
0.430;20;20
0.440;20.05;20
0.450;20.05;20
0.460;20.05;20
0.470;20.0999;20
0.480;20.0999;20
0.490;20.1496;20
0.500;20.1496;20
0.510;20.1993;20
0.520;20.1993;20
0.530;20.2488;20
0.540;20.2488;20
0.550;20.2981;20
0.560;20.2981;20
0.570;20.2981;20
0.580;20.3474;20
0.590;20.3474;20
0.600;20.3966;20
0.610;20.3966;20
0.620;20.4456;20
0.630;20.4456;20
0.640;20.4945;20
0.650;20.4945;20
0.660;20.5433;20
0.670;20.5433;20
0.680;20.5433;20
0.690;20.592;20
0.700;20.592;20
0.710;20.6405;20
0.720;20.6405;20
0.730;20.689;20
0.740;20.689;20
0.750;20.7373;20
0.760;20.7373;20
0.770;20.7855;20
0.780;20.7855;20
0.790;20.7855;20
0.800;20.8336;20
0.810;20.8336;20
0.820;20.8816;20
0.830;20.8816;20
0.840;20.9295;20
0.850;20.9295;20
0.860;20.9773;20
0.870;20.9773;20
0.880;21.025;20
0.890;21.025;20
0.900;21.025;20
0.910;21.0725;20
0.920;21.0725;20
0.930;21.12;20
0.940;21.12;20
0.950;21.1674;20
0.960;21.1674;20
0.970;21.2146;20
0.980;21.2146;20
0.990;21.2617;20
1.000;21.2617;20
1.010;21.2617;20
1.020;21.3088;20
1.030;21.3088;20
1.040;21.3557;20
1.050;21.3557;20
1.060;21.4025;20
1.070;21.4025;20
1.080;21.4492;20
1.090;21.4492;20
1.100;21.4959;20
1.110;21.4959;20
1.120;21.4959;20
1.130;21.5424;20
1.140;21.5424;20
1.150;21.5888;20
1.160;21.5888;20
1.170;21.6351;20
1.180;21.6351;20
1.190;21.6813;20
1.200;21.6813;20
1.210;21.7275;20
1.220;21.7275;20
1.230;21.7275;20
1.240;21.7735;20
1.250;21.7735;20
1.260;21.8194;20
1.270;21.8194;20
1.280;21.8653;20
1.290;21.8653;20
1.300;21.911;20
1.310;21.911;20
1.320;21.9566;20
1.330;21.9566;20
1.340;21.9566;20
1.350;22.0022;20
1.360;22.0022;20
1.370;22.0476;20
1.380;22.0476;20
1.390;22.093;20
1.400;22.093;20
1.410;22.1382;20
1.420;22.1382;20
1.430;22.1834;20
1.440;22.1834;20
1.450;22.1834;20
1.460;22.2285;20
1.470;22.2285;20
1.480;22.2735;20
1.490;22.2735;20
1.500;22.3184;20
1.510;22.3184;20
1.520;22.3632;20
1.530;22.3632;20
1.540;22.4079;20
1.550;22.4079;20
1.560;22.4079;20
1.570;22.4525;20
1.580;22.4525;20
1.590;22.4971;20
1.600;22.4971;20
1.610;22.5415;20
1.620;22.5415;20
1.630;22.5859;20
1.640;22.5859;20
1.650;22.6301;20
1.660;22.6301;20
1.670;22.6301;20
1.680;22.6743;20
1.690;22.6743;20
1.700;22.7184;20
1.710;22.7184;20
1.720;22.7625;20
1.730;22.7625;20
1.740;22.8064;20
1.750;22.8064;20
1.760;22.8502;20
1.770;22.8502;20
1.780;22.8502;20
1.790;22.894;20
1.800;22.894;20
1.810;22.9377;20
1.820;22.9377;20
1.830;22.9813;20
1.840;22.9813;20
1.850;23.0248;20
1.860;23.0248;20
1.870;23.0682;20
1.880;23.0682;20
1.890;23.0682;20
1.900;23.1116;20
1.910;23.1116;20
1.920;23.1548;20
1.930;23.1548;20
1.940;23.198;20
1.950;23.198;20
1.960;23.2411;20
1.970;23.2411;20
1.980;23.2842;20
1.990;23.2842;20
2.000;23.2842;20
2.010;23.3271;20
2.020;23.3271;20
2.030;23.37;20
2.040;23.37;20
2.050;23.4128;20
2.060;23.4128;20
2.070;23.4555;20
2.080;23.4555;20
2.090;23.4981;20
2.100;23.4981;20
2.110;23.4981;20
2.120;23.5407;20
2.130;23.5407;20
2.140;23.5832;20
2.150;23.5832;20
2.160;23.6256;20
2.170;23.6256;20
2.180;23.6679;20
2.190;23.6679;20
2.200;23.7101;20
2.210;23.7101;20
2.220;23.7101;20
2.230;23.7523;20
2.240;23.7523;20
2.250;23.7944;20
2.260;23.7944;20
2.270;23.8364;20
2.280;23.8364;20
2.290;23.8784;20
2.300;23.8784;20
2.310;23.9203;20
2.320;23.9203;20
2.330;23.9203;20
2.340;23.9621;20
2.350;23.9621;20
2.360;24.0038;20
2.370;24.0038;20
2.380;24.0455;20
2.390;24.0455;20
2.400;24.0871;20
2.410;24.0871;20
2.420;24.1286;20
2.430;24.1286;20
2.440;24.1286;20
2.450;24.17;20
2.460;24.17;20
2.470;24.2114;20
2.480;24.2114;20
2.490;24.2527;20
2.500;24.2527;20
2.510;24.2939;20
2.520;24.2939;20
2.530;24.3351;20
2.540;24.3351;20
2.550;24.3351;20
2.560;24.3762;20
2.570;24.3762;20
2.580;24.4172;20
2.590;24.4172;20
2.600;24.4582;20
2.610;24.4582;20
2.620;24.499;20
2.630;24.499;20
2.640;24.5399;20
2.650;24.5399;20
2.660;24.5399;20
2.670;24.5806;20
2.680;24.5806;20
2.690;24.6213;20
2.700;24.6213;20
2.710;24.6619;20
2.720;24.6619;20
2.730;24.7025;20
2.740;24.7025;20
2.750;24.7429;20
2.760;24.7429;20
2.770;24.7429;20
2.780;24.7834;20
2.790;24.7834;20
2.800;24.8237;20
2.810;24.8237;20
2.820;24.864;20
2.830;24.864;20
2.840;24.9042;20
2.850;24.9042;20
2.860;24.9444;20
2.870;24.9444;20
2.880;24.9444;20
2.890;24.9845;20
2.900;24.9845;20
2.910;25.0245;20
2.920;25.0245;20
2.930;25.0644;20
2.940;25.0644;20
2.950;25.1043;20
2.960;25.1043;20
2.970;25.1442;20
2.980;25.1442;20
2.990;25.1442;20
3.000;25.1839;20
3.010;25.1839;20
3.020;25.2236;20
3.030;25.2236;20
3.040;25.2633;20
3.050;25.2633;20
3.060;25.3029;20
3.070;25.3029;20
3.080;25.3424;20
3.090;25.3424;20
3.100;25.3424;20
3.110;25.3819;20
3.120;25.3819;20
3.130;25.4213;20
3.140;25.4213;20
3.150;25.4606;20
3.160;25.4606;20
3.170;25.4999;20
3.180;25.4999;20
3.190;25.5391;20
3.200;25.5391;20
3.210;25.5391;20
3.220;25.5782;20
3.230;25.5782;20
3.240;25.6173;20
3.250;25.6173;20
3.260;25.6564;20
3.270;25.6564;20
3.280;25.6953;20
3.290;25.6953;20
3.300;25.7343;20
3.310;25.7343;20
3.320;25.7343;20
3.330;25.7731;20
3.340;25.7731;20
3.350;25.8119;20
3.360;25.8119;20
3.370;25.8507;20
3.380;25.8507;20
3.390;25.8893;20
3.400;25.8893;20
3.410;25.928;20
3.420;25.928;20
3.430;25.928;20
3.440;25.9665;20
3.450;25.9665;20
3.460;26.0051;20
3.470;26.0051;20
3.480;26.0435;20
3.490;26.0435;20
3.500;26.0819;20
3.510;26.0819;20
3.520;26.1202;20
3.530;26.1202;20
3.540;26.1202;20
3.550;26.1585;20
3.560;26.1585;20
3.570;26.1968;20
3.580;26.1968;20
3.590;26.2349;20
3.600;26.2349;20
3.610;26.273;20
3.620;26.273;20
3.630;26.3111;20
3.640;26.3111;20
3.650;26.3111;20
3.660;26.3491;20
3.670;26.3491;20
3.680;26.3871;20
3.690;26.3871;20
3.700;26.425;20
3.710;26.425;20
3.720;26.4628;20
3.730;26.4628;20
3.740;26.5006;20
3.750;26.5006;20
3.760;26.5006;20
3.770;26.5383;20
3.780;26.5383;20
3.790;26.576;20
3.800;26.576;20
3.810;26.6136;20
3.820;26.6136;20
3.830;26.6512;20
3.840;26.6512;20
3.850;26.6887;20
3.860;26.6887;20
3.870;26.6887;20
3.880;26.7262;20
3.890;26.7262;20
3.900;26.7636;20
3.910;26.7636;20
3.920;26.801;20
3.930;26.801;20
3.940;26.8383;20
3.950;26.8383;20
3.960;26.8756;20
3.970;26.8756;20
3.980;26.8756;20
3.990;26.9128;20
4.000;26.9128;20
4.010;26.9499;20
4.020;26.9499;20
4.030;26.987;20
4.040;26.987;20
4.050;27.0241;20
4.060;27.0241;20
4.070;27.0611;20
4.080;27.0611;20
4.090;27.0611;20
4.100;27.098;20
4.110;27.098;20
4.120;27.1349;20
4.130;27.1349;20
4.140;27.1718;20
4.150;27.1718;20
4.160;27.2086;20
4.170;27.2086;20
4.180;27.2454;20
4.190;27.2454;20
4.200;27.2454;20
4.210;27.2821;20
4.220;27.2821;20
4.230;27.3187;20
4.240;27.3187;20
4.250;27.3553;20
4.260;27.3553;20
4.270;27.3919;20
4.280;27.3919;20
4.290;27.4284;20
4.300;27.4284;20
4.310;27.4284;20
4.320;27.4648;20
4.330;27.4648;20
4.340;27.5013;20
4.350;27.5013;20
4.360;27.5376;20
4.370;27.5376;20
4.380;27.5739;20
4.390;27.5739;20
4.400;27.6102;20
4.410;27.6102;20
4.420;27.6102;20
4.430;27.6464;20
4.440;27.6464;20
4.450;27.6826;20
4.460;27.6826;20
4.470;27.7187;20
4.480;27.7187;20
4.490;27.7548;20
4.500;27.7548;20
4.510;27.7908;20
4.520;27.7908;20
4.530;27.7908;20
4.540;27.8268;20
4.550;27.8268;20
4.560;27.8627;20
4.570;27.8627;20
4.580;27.8986;20
4.590;27.8986;20
4.600;27.9345;20
4.610;27.9345;20
4.620;27.9703;20
4.630;27.9703;20
4.640;27.9703;20
4.650;28.006;20
4.660;28.006;20
4.670;28.0417;20
4.680;28.0417;20
4.690;28.0774;20
4.700;28.0774;20
4.710;28.113;20
4.720;28.113;20
4.730;28.1486;20
4.740;28.1486;20
4.750;28.1486;20
4.760;28.1841;20
4.770;28.1841;20
4.780;28.2196;20
4.790;28.2196;20
4.800;28.255;20
4.810;28.255;20
4.820;28.2904;20
4.830;28.2904;20
4.840;28.3258;20
4.850;28.3258;20
